Category,DayOfWeek,Date,Time,X,Y
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Tuesday,1/22/2013,10:20,37.66503873,-122.1369381
DISORDERLY CONDUCT:ALCOHOL,Tuesday,1/22/2013,10:00,37.66695006,-122.1289615
SEIZURE OF DOCUMENTS AND PLATES,Tuesday,1/22/2013,23:50,37.66755139,-122.1320554
ARREST WARRANT - FEL,Tuesday,1/22/2013,10:39,37.66530145,-122.1326876
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Tuesday,1/22/2013,10:39,37.67451591,-122.1427054
THEFT BY USE OF ACCESS CARD INFORMATION,Wednesday,1/23/2013,10:39,37.71715806,-122.046204
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Wednesday,1/23/2013,10:35,37.68849117,-122.0955591
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Wednesday,1/23/2013,21:00,37.69263044,-122.1019063
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Wednesday,1/23/2013,4:00,37.69532099,-122.0726873
PLACEMENT RUNAWAY,Wednesday,1/23/2013,23:00,37.68939562,-122.0797156
TRESPASS ON POSTED LAND:REFUSE TO LEAVE,Wednesday,1/23/2013,17:25,37.69072608,-122.0609805
MISSING PERSON,Wednesday,1/23/2013,14:00,37.70809963,-122.0739982
INCIDENT REPORT,Wednesday,1/23/2013,11:45,37.69548665,-122.0747358
"LOST,STOLEN LICENSE PLATE",Wednesday,1/23/2013,11:45,37.68618172,-122.0798715
GRAND THEFT - SHOPLIFTING,Wednesday,1/23/2013,11:45,37.66802908,-122.0969829
GRAND THEFT - ALL OTHER,Wednesday,1/23/2013,11:45,37.67498056,-122.1081598
THEFT OF PERSONAL PROPERTY,Wednesday,1/23/2013,12:20,37.66781514,-122.1161531
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Wednesday,1/23/2013,15:20,37.68454751,-122.099167
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Wednesday,1/23/2013,18:10,37.68402082,-122.0637876
DEATH UNATTENDED / ATTENDED,Wednesday,1/23/2013,11:59,37.66768022,-122.0531871
72 HOUR MENTAL HEALTH,Wednesday,1/23/2013,11:59,37.68312847,-122.0974228
TOW VEH PKD 72 HR,Wednesday,1/23/2013,12:10,37.66742157,-122.1073669
TOW VEH OVERDUE REG,Wednesday,1/23/2013,8:00,37.68126083,-122.0930389
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Wednesday,1/23/2013,23:55,37.67105001,-122.1013028
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Wednesday,1/23/2013,12:25,37.66933367,-122.1016877
TASK FORCE REPORT,Wednesday,1/23/2013,12:46,37.77379905,-122.1960771
FALSE IMPRISONMENT,Wednesday,1/23/2013,12:46,37.70268343,-122.1197846
SEXUAL PENETRATION WITH FORCE/ETC,Wednesday,1/23/2013,12:46,37.70268343,-122.1197846
FORCE OR ADW NOT FIREARM:GBI LIKELY,Wednesday,1/23/2013,11:15,37.70268343,-122.1197846
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Wednesday,1/23/2013,11:30,37.70268343,-122.1197846
ANNOYING REPEATED PHONE CALLS:RESIDENCE,Wednesday,1/23/2013,11:00,37.6929347,-122.1109723
VIOLATION OF PROBATION FELONY,Wednesday,1/23/2013,1:00,37.68902196,-122.105488
INCIDENT REPORT,Wednesday,1/23/2013,9:49,37.69157607,-122.0950086
OUTSIDE AGENCY ASSIST,Wednesday,1/23/2013,13:05,37.69281342,-122.1011197
ROBBERY,Wednesday,1/23/2013,12:49,37.68158879,-122.128187
BURGLARY,Wednesday,1/23/2013,12:49,37.67559222,-122.1416144
BURGLARY,Wednesday,1/23/2013,12:00,37.67949527,-122.1176574
BURGLARY - VEHICLE,Wednesday,1/23/2013,13:00,37.68716659,-122.1300333
THEFT OF PERSONAL PROPERTY,Wednesday,1/23/2013,13:00,37.68670177,-122.1219971
GRAND THEFT - ALL OTHER,Wednesday,1/23/2013,18:00,37.68541573,-122.123383
VANDALISM:DEFACE PROPERTY,Wednesday,1/23/2013,13:22,37.68272385,-122.1379598
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Wednesday,1/23/2013,13:22,37.68063191,-122.1431384
INCIDENT REPORT,Wednesday,1/23/2013,12:40,37.59355831,-121.8853775
BURGLARY,Thursday,1/24/2013,12:48,37.71148758,-122.0886863
BURGLARY - VEHICLE,Thursday,1/24/2013,14:00,37.69728061,-122.0658476
BURGLARY - VEHICLE,Thursday,1/24/2013,14:00,37.69259859,-122.0739123
VANDALISM ($400 OR MORE),Thursday,1/24/2013,14:00,37.69259859,-122.0739123
72 HOUR MENTAL HEALTH,Thursday,1/24/2013,13:30,37.69814095,-122.0872598
VANDALISM LESS THAN $400,Thursday,1/24/2013,13:30,37.68430629,-122.0484581
POSSESS CONTROLLED SUBSTANCE FOR SALE,Thursday,1/24/2013,11:00,37.67087865,-122.0979364
72 HOUR MENTAL HEALTH,Thursday,1/24/2013,21:00,37.67519394,-122.1011646
TOW VEH AFTER NOTICE TO APPEAR,Thursday,1/24/2013,13:42,37.66268319,-122.1321479
LOST PROPERTY,Thursday,1/24/2013,14:56,37.67088964,-122.1016207
OUTSIDE WARRANT-MISD,Thursday,1/24/2013,14:39,37.65305314,-122.1103097
72 HOUR MENTAL HEALTH,Thursday,1/24/2013,2:00,37.69108725,-122.0428767
OWN/POSSESS/CONTROL FIREARM IN VIOLATION OF PROBATION,Thursday,1/24/2013,15:01,37.76086143,-122.1687781
CARRY CONCEALED WEAPON IN VEHICLE,Thursday,1/24/2013,14:50,37.76086143,-122.1687781
CARRY LOADED FIREARM:IN PUBLIC PLACE,Thursday,1/24/2013,14:15,37.76086143,-122.1687781
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Thursday,1/24/2013,7:00,37.76086143,-122.1687781
LICENSE SUSPENDED/REVOKED,Thursday,1/24/2013,14:50,37.76086143,-122.1687781
ARREST WARRANT - MISD,Thursday,1/24/2013,11:30,37.76086143,-122.1687781
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Thursday,1/24/2013,15:45,37.63873745,-121.8715674
ROBBERY,Thursday,1/24/2013,19:00,37.69384777,-122.1123216
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Thursday,1/24/2013,15:58,37.69692197,-122.1109328
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Thursday,1/24/2013,14:30,37.69348503,-122.1079067
LOITER:INTENT:PROSTITUTION,Thursday,1/24/2013,14:30,37.69281342,-122.1011197
RUNAWAY,Thursday,1/24/2013,15:00,37.69394333,-122.1072288
ARREST WARRANT - MISD,Thursday,1/24/2013,15:22,37.69894967,-122.1065414
OUTSIDE WARRANT-FEL,Thursday,1/24/2013,8:00,37.69894967,-122.1065414
"RECOVERED LOST,STOLEN PLATE",Thursday,1/24/2013,16:42,37.70236308,-122.1104881
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Thursday,1/24/2013,23:30,37.69692197,-122.1109328
LICENSE SUSPENDED/REVOKED,Thursday,1/24/2013,14:45,37.69281342,-122.1011197
NO PROOF: FINANCE RESP:VEH,Thursday,1/24/2013,3:30,37.69281342,-122.1011197
UNSAF TURN &/OR NO SIGNAL,Thursday,1/24/2013,16:30,37.69281342,-122.1011197
INCIDENT REPORT,Thursday,1/24/2013,16:45,37.7098909,-122.1229672
72 HOUR MENTAL HEALTH,Thursday,1/24/2013,16:45,37.70603543,-122.1261093
"RECOVERED LOST,STOLEN PLATE",Thursday,1/24/2013,15:30,37.71459882,-122.1262069
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Thursday,1/24/2013,18:00,37.71459882,-122.1262069
VANDALISM:DEFACE PROPERTY,Thursday,1/24/2013,17:00,37.68240918,-122.1319132
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Thursday,1/24/2013,10:44,37.67106247,-122.1259687
INFORMATIONAL REPORT,Thursday,1/24/2013,10:44,37.69096781,-122.1092711
INCIDENT REPORT,Thursday,1/24/2013,16:00,37.6811487,-122.1176285
FALSE IMPRISONMENT,Friday,1/25/2013,11:00,37.68805606,-122.0626441
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Friday,1/25/2013,18:09,37.7064105,-122.0903715
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Friday,1/25/2013,18:34,37.68805606,-122.0626441
THREATEN CRIME W/INTENT TO TERRORIZE,Friday,1/25/2013,18:42,37.68805606,-122.0626441
SHOPLIFT,Friday,1/25/2013,18:30,37.69536771,-122.0734695
SHOPLIFT,Friday,1/25/2013,13:00,37.68507644,-122.0736204
SHOPLIFT,Friday,1/25/2013,13:00,37.69536771,-122.0734695
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,1/25/2013,16:30,37.7164258,-122.0906261
VANDALISM:DEFACE PROPERTY,Friday,1/25/2013,16:30,37.70634079,-122.0739939
DAMAGE/OBSTRUCT THE USE OF ANY WIRELESS COMMUNICATION DEVICE,Friday,1/25/2013,17:55,37.68805606,-122.0626441
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Friday,1/25/2013,16:45,37.69503213,-122.0903204
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Friday,1/25/2013,16:45,37.69503213,-122.0903204
SELL/ETC LIQUOR TO MINOR,Friday,1/25/2013,18:30,37.69503213,-122.0903204
SELL/ETC LIQUOR TO MINOR,Friday,1/25/2013,18:45,37.69503213,-122.0903204
SELL/ETC LIQUOR TO MINOR,Friday,1/25/2013,18:41,37.69503213,-122.0903204
72 HOUR MENTAL HEALTH,Friday,1/25/2013,18:41,37.69814095,-122.0872598
72 HOUR MENTAL HEALTH,Friday,1/25/2013,18:41,37.70809963,-122.0739982
72 HOUR MENTAL HEALTH,Friday,1/25/2013,19:24,37.69386574,-122.0746735
SUSPICIOUS CIRCUMSTANCES,Friday,1/25/2013,19:33,37.71318869,-122.07908
72 HOUR MENTAL HEALTH,Friday,1/25/2013,18:00,37.6981642,-122.0949653
WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,Friday,1/25/2013,18:00,37.67214211,-122.065138
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Friday,1/25/2013,13:30,37.67214211,-122.065138
BURGLARY,Friday,1/25/2013,13:30,37.68168647,-122.0997643
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,1/25/2013,4:30,37.67539217,-122.0324193
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,1/25/2013,15:30,37.67489812,-122.1129234
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Friday,1/25/2013,7:00,37.67214211,-122.065138
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Friday,1/25/2013,17:46,37.67214211,-122.065138
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Friday,1/25/2013,17:46,37.66503383,-122.1200379
POSSESS IN VEHICLE/CARRY/TRANSFER SWITCHBLADE KNIFE,Friday,1/25/2013,18:00,37.6901546,-122.1051343
SELL/ETC LIQUOR TO MINOR,Friday,1/25/2013,21:00,37.66642599,-122.1025574
SELL/ETC LIQUOR TO MINOR,Friday,1/25/2013,20:50,37.66802908,-122.0969829
DEATH UNATTENDED / ATTENDED,Friday,1/25/2013,14:00,37.67602137,-122.1049298
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Friday,1/25/2013,19:00,37.67796012,-122.1111884
72 HOUR MENTAL HEALTH,Friday,1/25/2013,14:30,37.67024166,-122.111479
ARREST WARRANT - MISD,Friday,1/25/2013,21:16,37.67407664,-122.1119441
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Friday,1/25/2013,21:16,37.70096251,-121.8301775
TRANSPORT/ETC CONTROLLED SUBSTANCE,Friday,1/25/2013,21:00,37.70096251,-121.8301775
POSSESS CONTROLLED SUBSTANCE FOR SALE,Friday,1/25/2013,10:40,37.70096251,-121.8301775
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Friday,1/25/2013,10:40,37.67402199,-121.7352312
CARJACKING,Friday,1/25/2013,21:59,37.69614895,-122.1118745
BATTERY ON PERSON,Friday,1/25/2013,21:59,37.69657268,-122.1114057
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,1/25/2013,21:59,37.70327293,-122.1142121
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,1/25/2013,22:05,37.70127917,-122.116336
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,1/25/2013,23:30,37.70599779,-122.1203846
POSSESS CONTROLLED SUBSTANCE,Friday,1/25/2013,19:00,37.69037347,-122.1074684
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Friday,1/25/2013,22:21,37.69037347,-122.1074684
PLACEMENT RUNAWAY,Friday,1/25/2013,22:21,37.69894967,-122.1065414
TOW VEH AFTER NOTICE TO APPEAR,Friday,1/25/2013,22:20,37.69247433,-122.100809
MISSING PERSON,Friday,1/25/2013,22:20,37.70858622,-122.1213014
ARREST WARRANT - FEL,Friday,1/25/2013,16:00,37.69894967,-122.1065414
OUTSIDE WARRANT-MISD,Friday,1/25/2013,22:46,37.69037347,-122.1074684
INCIDENT REPORT,Friday,1/25/2013,22:30,37.7098909,-122.1229672
INCIDENT REPORT,Friday,1/25/2013,22:40,37.7098909,-122.1229672
SUSPICIOUS CIRCUMSTANCES,Friday,1/25/2013,22:40,37.70295383,-122.123138
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Friday,1/25/2013,22:40,37.70410221,-122.1211717
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Friday,1/25/2013,18:00,37.7036358,-122.1211856
BURGLARY,Friday,1/25/2013,23:09,37.67364765,-122.1320973
BURGLARY,Friday,1/25/2013,23:09,37.67103701,-122.1262196
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,1/25/2013,23:09,37.68691247,-122.1274638
FORGERY,Friday,1/25/2013,17:00,37.67153656,-122.1542401
OUTSIDE WARRANT-MISD,Friday,1/25/2013,23:10,37.67907463,-122.1307694
INFORMATIONAL REPORT,Friday,1/25/2013,22:30,37.67900101,-122.135572
INCIDENT REPORT,Friday,1/25/2013,22:30,37.66623037,-122.1284805
FALSE IMPRISONMENT,Saturday,1/26/2013,23:47,37.70389939,-122.0929837
FORCE OR ADW NOT FIREARM:GBI LIKELY,Saturday,1/26/2013,0:01,37.70389939,-122.0929837
BURGLARY - VEHICLE,Saturday,1/26/2013,0:12,37.71533105,-122.1052363
BURGLARY - VEHICLE,Saturday,1/26/2013,23:38,37.70274795,-122.067012
PETTY THEFT,Saturday,1/26/2013,23:38,37.69536771,-122.0734695
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,1/26/2013,23:20,37.68416573,-122.076021
GET CREDIT/ETC OTHERS ID,Saturday,1/26/2013,23:20,37.70608902,-122.0189328
SELL/ETC LIQUOR TO MINOR,Saturday,1/26/2013,21:00,37.69503213,-122.0903204
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Saturday,1/26/2013,18:00,37.70506336,-122.0394524
INCIDENT REPORT,Saturday,1/26/2013,10:30,37.69758819,-122.0739929
INCIDENT REPORT,Saturday,1/26/2013,0:14,37.71102729,-122.0923473
BURGLARY - VEHICLE,Saturday,1/26/2013,0:54,37.68450009,-122.0365325
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,1/26/2013,1:15,37.69041725,-122.1047292
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,1/26/2013,1:41,37.67563753,-122.1137222
THEFT BY USE OF ACCESS CARD INFORMATION,Saturday,1/26/2013,1:30,37.68450009,-122.0365325
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,1/26/2013,2:15,37.67004949,-122.1166342
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Saturday,1/26/2013,21:30,37.66775358,-122.0998804
72 HOUR MENTAL HEALTH,Saturday,1/26/2013,22:05,37.67976109,-122.0483776
EVADE PEACE OFFICER W/ WANTON DISREGARD FOR SAFETY - FEL,Saturday,1/26/2013,1:20,37.67498056,-122.1081598
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Saturday,1/26/2013,1:20,37.66872259,-122.0808174
DEATH UNATTENDED / ATTENDED,Saturday,1/26/2013,1:20,37.68763935,-122.1124439
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,1/26/2013,2:00,37.75374119,-121.5765043
ROBBERY,Saturday,1/26/2013,2:14,37.69207289,-122.10977
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Saturday,1/26/2013,20:00,37.70327293,-122.1142121
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,1/26/2013,2:20,37.70304568,-122.1212353
OUTSIDE AGENCY ASSIST,Saturday,1/26/2013,2:20,37.70970832,-122.1366309
ROBBERY,Saturday,1/26/2013,2:38,37.67793405,-122.121988
EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,Saturday,1/26/2013,2:38,37.67793405,-122.121988
BURGLARY,Saturday,1/26/2013,21:47,37.68668574,-122.1264879
BURGLARY,Saturday,1/26/2013,0:01,37.67789832,-122.1247013
BURGLARY - VEHICLE,Saturday,1/26/2013,23:00,37.67767428,-122.1356872
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,1/26/2013,0:30,37.68668574,-122.1264879
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,1/26/2013,3:05,37.67722372,-122.1415113
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,1/26/2013,4:31,37.675498,-122.1242697
MAKE/PASS/PUBLISH/ETC FICTITIOUS CHECK/BILL/NOTE,Saturday,1/26/2013,4:45,37.68668574,-122.1264879
DEATH UNATTENDED / ATTENDED,Saturday,1/26/2013,4:45,37.66711952,-122.1311308
OUTSIDE AGENCY ASSIST,Saturday,1/26/2013,21:30,37.68975347,-122.1301184
VANDALISM LESS THAN $400,Saturday,1/26/2013,12:37,37.63696509,-121.8949561
BURGLARY - VEHICLE,Sunday,1/27/2013,5:25,37.71533105,-122.1052363
GRAND THEFT - MOTOR VEHICLE PARTS,Sunday,1/27/2013,5:25,37.70143292,-122.0881754
CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,Sunday,1/27/2013,5:25,37.69814095,-122.0872598
72 HOUR MENTAL HEALTH,Sunday,1/27/2013,6:03,37.69698608,-122.0908951
CIVIL PROTECTIVE CUSTODY OF DANGEROUS/GRAVELY DISABLED,Sunday,1/27/2013,17:00,37.69814095,-122.0872598
ARSON:PROPERTY,Sunday,1/27/2013,11:30,37.6683269,-122.0433147
BURGLARY,Sunday,1/27/2013,11:30,37.68903905,-122.0528875
RECEIVE/ETC KNOWN STOLEN PROPERTY,Sunday,1/27/2013,6:00,37.68903905,-122.0528875
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Sunday,1/27/2013,17:00,37.68903905,-122.0528875
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Sunday,1/27/2013,5:00,37.68903905,-122.0528875
POSSESS CONTROLLED SUBSTANCE,Sunday,1/27/2013,8:00,37.68903905,-122.0528875
POSSESS CONTROLLED SUBSTANCE FOR SALE,Sunday,1/27/2013,8:30,37.68903905,-122.0528875
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Sunday,1/27/2013,18:00,37.68903905,-122.0528875
FELON/ADDICT/ETC POSSESS FIREARM,Sunday,1/27/2013,15:00,37.68903905,-122.0528875
VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,Sunday,1/27/2013,21:00,37.67963776,-122.1060385
72 HOUR MENTAL HEALTH,Sunday,1/27/2013,9:55,37.66868334,-122.1148555
72 HOUR MENTAL HEALTH,Sunday,1/27/2013,23:00,37.68187582,-122.1106401
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Sunday,1/27/2013,22:00,37.67410306,-122.0594985
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Sunday,1/27/2013,5:43,37.6758608,-122.1016395
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Sunday,1/27/2013,0:01,37.6683269,-122.0433147
RUNAWAY,Sunday,1/27/2013,9:16,37.5964668,-121.656975
OUTSIDE AGENCY ASSIST,Sunday,1/27/2013,9:16,37.75715494,-122.1943625
BATTERY ON PERSON,Sunday,1/27/2013,10:00,37.70262527,-122.1231827
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Sunday,1/27/2013,9:55,37.70562882,-122.1266325
THREATEN CRIME WITH INTENT TO TERRORIZE,Sunday,1/27/2013,10:16,37.70562882,-122.1266325
VANDALISM ($400 OR MORE),Sunday,1/27/2013,10:16,37.70262527,-122.1231827
POSSESS IN VEHICLE/CARRY/TRANSFER SWITCHBLADE KNIFE,Sunday,1/27/2013,10:16,37.70400399,-122.126646
DISORDERLY CONDUCT:ALCOHOL,Sunday,1/27/2013,10:20,37.70400399,-122.126646
INFORMATIONAL REPORT,Sunday,1/27/2013,22:00,37.7098909,-122.1229672
72 HOUR MENTAL HEALTH,Sunday,1/27/2013,22:00,37.7021802,-122.1040562
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Sunday,1/27/2013,10:15,37.67481522,-122.1238466
THREATEN CRIME W/INTENT TO TERRORIZE,Sunday,1/27/2013,15:00,37.669651,-122.147652
BURGLARY,Sunday,1/27/2013,0:01,37.67138684,-122.1367466
BURGLARY,Sunday,1/27/2013,0:01,37.66808276,-122.1532383
BURGLARY - VEHICLE,Sunday,1/27/2013,11:13,37.67272689,-122.1498358
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,1/27/2013,11:13,37.67590788,-122.1426902
VANDALISM:DAMAGE PROPERTY,Sunday,1/27/2013,11:13,37.67106247,-122.1259687
72 HOUR MENTAL HEALTH,Sunday,1/27/2013,18:00,37.669651,-122.147652
INFORMATIONAL REPORT,Sunday,1/27/2013,12:00,37.69010851,-122.1094762
72 HOUR MENTAL HEALTH,Sunday,1/27/2013,7:30,37.67151036,-122.1216168
INCIDENT REPORT,Sunday,1/27/2013,7:30,37.67364765,-122.1320973
BATTERY ON PERSON,Monday,1/28/2013,11:17,37.69561863,-122.079436
BURGLARY,Monday,1/28/2013,11:30,37.71621698,-122.0848844
GRAND THEFT - FROM MOTOR VEHICLE,Monday,1/28/2013,22:45,37.69113832,-122.0831367
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,1/28/2013,11:30,37.71479817,-122.0425853
VANDALISM ($400 OR MORE),Monday,1/28/2013,11:50,37.69561863,-122.079436
ENTER/ETC NONCOMMERCIAL DWELLING,Monday,1/28/2013,12:30,37.70518591,-122.0621446
TRESPASS ON POSTED LAND:REFUSE TO LEAVE,Monday,1/28/2013,12:26,37.68498748,-122.0886105
TRESPASS:OCCUPY PROPERTY W/O CONSENT,Monday,1/28/2013,12:26,37.68498748,-122.0886105
CHILD DEPENDANT,Monday,1/28/2013,12:26,37.69723126,-122.0617477
VIOLATION OF PROBATION FELONY,Monday,1/28/2013,12:24,37.68498748,-122.0886105
INCIDENT REPORT,Monday,1/28/2013,12:00,37.71653365,-122.0868451
72 HOUR MENTAL HEALTH,Monday,1/28/2013,12:00,37.69814095,-122.0872598
72 HOUR MENTAL HEALTH,Monday,1/28/2013,12:00,37.69814095,-122.0872598
72 HOUR MENTAL HEALTH,Monday,1/28/2013,12:00,37.69814095,-122.0872598
BATTERY ON PERSON,Monday,1/28/2013,12:00,37.66770326,-122.1193534
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Monday,1/28/2013,12:00,37.66849561,-122.1143348
THREATEN CRIME W/INTENT TO TERRORIZE,Monday,1/28/2013,19:30,37.66849561,-122.1143348
BURGLARY,Monday,1/28/2013,12:33,37.67378591,-122.1218795
BURGLARY,Monday,1/28/2013,11:03,37.67964607,-122.0974602
GRAND THEFT - ALL OTHER,Monday,1/28/2013,8:45,37.68435966,-122.0562627
VANDALISM ($400 OR MORE),Monday,1/28/2013,21:00,37.67838561,-122.1038831
POSSESS CONTROLLED SUBSTANCE,Monday,1/28/2013,13:37,37.66849561,-122.1143348
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Monday,1/28/2013,22:30,37.67390713,-122.0649542
TRESPASSING,Monday,1/28/2013,16:00,37.66770326,-122.1193534
72 HOUR MENTAL HEALTH,Monday,1/28/2013,13:24,37.67024166,-122.111479
"LOST,STOLEN LICENSE PLATE",Monday,1/28/2013,13:24,37.67974305,-122.0997285
INCIDENT REPORT,Monday,1/28/2013,13:24,37.68435966,-122.0562627
INCIDENT DEAD BODY,Monday,1/28/2013,2:00,37.6720094,-122.1158444
SPEEDING,Monday,1/28/2013,14:10,37.68748312,-122.0967991
LICENSE SUSPENDED/REVOKED,Monday,1/28/2013,13:55,37.68748312,-122.0967991
72 HOUR MENTAL HEALTH,Monday,1/28/2013,13:55,37.67883861,-122.0506104
"LOST,STOLEN LICENSE PLATE",Monday,1/28/2013,23:00,37.67837125,-122.1038174
72 HOUR MENTAL HEALTH,Monday,1/28/2013,22:00,37.68037707,-122.1133132
72 HOUR MENTAL HEALTH,Monday,1/28/2013,17:00,37.67273453,-122.1010651
72 HOUR MENTAL HEALTH,Monday,1/28/2013,12:00,37.67883861,-122.0506104
BURGLARY - VEHICLE,Monday,1/28/2013,12:00,37.66512008,-121.6859367
VANDALISM LESS THAN $400,Monday,1/28/2013,12:00,37.66512008,-121.6859367
LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,Monday,1/28/2013,14:30,37.7032581,-122.1197674
ROBBERY,Monday,1/28/2013,21:20,37.70191595,-122.12372
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,1/28/2013,14:39,37.69673736,-122.1111563
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,1/28/2013,15:05,37.69767139,-122.1134437
DAMAGE ETC/USE ETC/POWER CONNECTING LINES,Monday,1/28/2013,14:30,37.70014982,-122.1054809
POSSESS ANY DESTRUCTIVE DEVICE SUBSTANCE OR MATERIAL,Monday,1/28/2013,14:45,37.69405332,-122.1299266
LICENSE SUSPENDED/REVOKED,Monday,1/28/2013,14:25,37.69405332,-122.1299266
EOD CALL OUT,Monday,1/28/2013,14:25,37.69405332,-122.1299266
"LOST,STOLEN LICENSE PLATE",Monday,1/28/2013,14:25,37.69323273,-122.1103301
INFORMATIONAL REPORT,Monday,1/28/2013,15:34,37.69509341,-122.109862
BURGLARY,Monday,1/28/2013,15:34,37.67044331,-122.1484429
BURGLARY,Monday,1/28/2013,15:34,37.69824217,-122.1212742
FORGERY,Monday,1/28/2013,21:00,37.68063833,-122.1275369
GET CREDIT/ETC OTHERS ID,Monday,1/28/2013,14:40,37.66807502,-122.1418644
MINOR POSSESS MARIJUANA ON GROUNDS DURING SCH ACTIVITIES,Monday,1/28/2013,13:30,37.69565081,-122.118887
RUNAWAY,Monday,1/28/2013,3:00,37.68263926,-122.1232253
ARREST WARRANT - FEL,Monday,1/28/2013,16:01,37.68670177,-122.1219971
OUTSIDE AGENCY ASSIST,Monday,1/28/2013,16:54,37.78142401,-121.9644986
FALSE IMPRISIONMENT:ELDER/DEPENDENT ADULT:VIOLENCE/ETC,Tuesday,1/29/2013,11:00,37.69476936,-122.0851949
