Category,DayOfWeek,Date,Time,X,Y
ROBBERY,Saturday,5/11/2013,,-122.3255993,47.60815689
ROBBERY,Saturday,5/11/2013,,-122.3255993,47.60815689
PROPERTY DAMAGE,Saturday,5/11/2013,,-122.3855568,47.66867918
ASSAULT,Saturday,5/11/2013,,-122.3057386,47.58773587
ASSAULT,Saturday,5/11/2013,,-122.3057386,47.58773587
CAR PROWL,Saturday,5/11/2013,,-122.3761391,47.63416015
CAR PROWL,Saturday,5/11/2013,,-122.3761391,47.63416015
ASSAULT,Saturday,5/11/2013,,-122.3867735,47.56381597
FRAUD,Saturday,5/11/2013,,-122.3482796,47.61441995
FRAUD,Saturday,5/11/2013,,-122.3482796,47.61441995
NARCOTICS,Saturday,5/11/2013,,-122.3092789,47.62867969
NARCOTICS,Saturday,5/11/2013,,-122.3092789,47.62867969
NARCOTICS,Saturday,5/11/2013,,-122.3092789,47.62867969
OTHER PROPERTY,Saturday,5/11/2013,,-122.3458631,47.61299081
BURGLARY,Saturday,5/11/2013,,-122.3376539,47.61438942
VEHICLE THEFT,Saturday,5/11/2013,,-122.3478022,47.61237796
BURGLARY,Saturday,5/11/2013,,-122.3376539,47.61438942
BURGLARY,Saturday,5/11/2013,,-122.3376539,47.61438942
CAR PROWL,Saturday,5/11/2013,,-122.3413262,47.69326224
CAR PROWL,Saturday,5/11/2013,,-122.2719431,47.55881982
ROBBERY,Saturday,5/11/2013,,-122.3062472,47.61290866
CAR PROWL,Saturday,5/11/2013,,0,0
CAR PROWL,Saturday,5/11/2013,,-122.305133,47.55222695
CAR PROWL,Saturday,5/11/2013,,-122.305133,47.55222695
CAR PROWL,Saturday,5/11/2013,,-122.4045907,47.67021077
CAR PROWL,Saturday,5/11/2013,,-122.3285684,47.60889024
CAR PROWL,Saturday,5/11/2013,,-122.3285684,47.60889024
VEHICLE THEFT,Saturday,5/11/2013,,-122.3650934,47.67088797
ASSAULT,Saturday,5/11/2013,,-122.3467224,47.612326
CAR PROWL,Saturday,5/11/2013,,-122.3285684,47.60889024
VEHICLE THEFT,Saturday,5/11/2013,,-122.3650934,47.67088797
CAR PROWL,Saturday,5/11/2013,,-122.2716429,47.673953
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3037522,47.60758884
BURGLARY,Sunday,5/12/2013,,-122.3230816,47.62046445
PROSTITUTION,Sunday,5/12/2013,,-122.3224519,47.59834611
ASSAULT,Sunday,5/12/2013,,-122.3447936,47.61470374
ASSAULT,Sunday,5/12/2013,,-122.3447936,47.61470374
CAR PROWL,Sunday,5/12/2013,,-122.3237619,47.59667004
CAR PROWL,Sunday,5/12/2013,,-122.3237619,47.59667004
OTHER PROPERTY,Sunday,5/12/2013,,-122.3445232,47.69056243
CAR PROWL,Sunday,5/12/2013,,-122.3038357,47.67669872
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.2994584,47.61293413
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3402501,47.69325509
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3402501,47.69325509
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3402501,47.69325509
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3181418,47.61409217
CAR PROWL,Sunday,5/12/2013,,-122.3899311,47.66082005
SHOPLIFTING,Sunday,5/12/2013,,-122.3167799,47.60864269
SHOPLIFTING,Sunday,5/12/2013,,-122.3167799,47.60864269
NARCOTICS,Sunday,5/12/2013,,-122.3393581,47.60978173
CAR PROWL,Sunday,5/12/2013,,-122.3237663,47.59583093
ROBBERY,Sunday,5/12/2013,,-122.3329731,47.61851249
ROBBERY,Sunday,5/12/2013,,-122.3329731,47.61851249
ROBBERY,Sunday,5/12/2013,,-122.3329731,47.61851249
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3512527,47.68693981
VEHICLE THEFT,Sunday,5/12/2013,,-122.2680301,47.51985178
CAR PROWL,Sunday,5/12/2013,,-122.2847256,47.53795765
CAR PROWL,Sunday,5/12/2013,,-122.2847256,47.53795765
VEHICLE THEFT,Sunday,5/12/2013,,-122.3162461,47.68461833
OTHER PROPERTY,Sunday,5/12/2013,,-122.3875448,47.67950374
OTHER PROPERTY,Sunday,5/12/2013,,-122.3167797,47.6098108
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3512527,47.68693981
CAR PROWL,Sunday,5/12/2013,,-122.3475467,47.62759738
VEHICLE THEFT,Sunday,5/12/2013,,-122.3162461,47.68461833
CAR PROWL,Sunday,5/12/2013,,-122.2847256,47.53795765
ROBBERY,Sunday,5/12/2013,,-122.3181689,47.6158384
ASSAULT,Sunday,5/12/2013,,-122.3181689,47.6158384
ASSAULT,Sunday,5/12/2013,,-122.3181689,47.6158384
ASSAULT,Sunday,5/12/2013,,-122.3181689,47.6158384
ASSAULT,Sunday,5/12/2013,,-122.3181689,47.6158384
ASSAULT,Sunday,5/12/2013,,-122.3181689,47.6158384
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3450189,47.72685731
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3424022,47.69326938
CAR PROWL,Sunday,5/12/2013,,-122.3803025,47.57436791
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3424022,47.69326938
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3424022,47.69326938
VEHICLE THEFT,Sunday,5/12/2013,,-122.2753237,47.53418201
BIKE THEFT,Sunday,5/12/2013,,-122.3084303,47.57250754
BIKE THEFT,Sunday,5/12/2013,,-122.3084303,47.57250754
BIKE THEFT,Sunday,5/12/2013,,-122.3084303,47.57250754
BURGLARY,Sunday,5/12/2013,,-122.3399095,47.66138572
RECOVERED PROPERTY,Sunday,5/12/2013,,-122.2753237,47.53418201
BURGLARY,Sunday,5/12/2013,,-122.331285,47.61521752
BURGLARY,Sunday,5/12/2013,,-122.331285,47.61521752
BURGLARY,Sunday,5/12/2013,,-122.331285,47.61521752
CAR PROWL,Sunday,5/12/2013,,-122.3410815,47.6202993
OTHER PROPERTY,Sunday,5/12/2013,,-122.3768194,47.56407687
SHOPLIFTING,Sunday,5/12/2013,,-122.3593147,47.69061787
ASSAULT,Sunday,5/12/2013,,-122.3447064,47.70579857
ASSAULT,Sunday,5/12/2013,,-122.3447064,47.70579857
WARRANT ARREST,Sunday,5/12/2013,,-122.343703,47.61288656
CAR PROWL,Sunday,5/12/2013,,-122.3198694,47.61154149
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3226399,47.61989479
CAR PROWL,Sunday,5/12/2013,,-122.3198694,47.61154149
BURGLARY,Sunday,5/12/2013,,-122.3268439,47.67284912
CAR PROWL,Sunday,5/12/2013,,-122.3198694,47.61154149
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3226399,47.61989479
BURGLARY,Sunday,5/12/2013,,-122.3268439,47.67284912
BURGLARY,Sunday,5/12/2013,,-122.3268439,47.67284912
BURGLARY,Sunday,5/12/2013,,-122.3268439,47.67284912
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3226399,47.61989479
OTHER PROPERTY,Sunday,5/12/2013,,-122.3363681,47.53205805
CAR PROWL,Sunday,5/12/2013,,-122.3521398,47.62457135
CAR PROWL,Sunday,5/12/2013,,-122.3521398,47.62457135
CAR PROWL,Sunday,5/12/2013,,-122.3521398,47.62457135
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3154617,47.66055372
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3154617,47.66055372
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3154617,47.66055372
THREATS,Sunday,5/12/2013,,-122.3311241,47.60171757
VEHICLE THEFT,Sunday,5/12/2013,,-122.3534958,47.67873137
THREATS,Sunday,5/12/2013,,-122.3311241,47.60171757
BURGLARY,Sunday,5/12/2013,,-122.3295124,47.67518148
THREATS,Sunday,5/12/2013,,-122.3311241,47.60171757
VEHICLE THEFT,Sunday,5/12/2013,,-122.3534958,47.67873137
BURGLARY,Sunday,5/12/2013,,-122.3295124,47.67518148
ROBBERY,Sunday,5/12/2013,,-122.3443838,47.61855815
ROBBERY,Sunday,5/12/2013,,-122.3443838,47.61855815
STOLEN PROPERTY,Sunday,5/12/2013,,-122.2903895,47.71551421
VEHICLE THEFT,Sunday,5/12/2013,,-122.3180505,47.62680801
RECOVERED PROPERTY,Sunday,5/12/2013,,-122.2901092,47.55786269
RECOVERED PROPERTY,Sunday,5/12/2013,,-122.2901092,47.55786269
SHOPLIFTING,Sunday,5/12/2013,,-122.3126151,47.62375649
SHOPLIFTING,Sunday,5/12/2013,,-122.3126151,47.62375649
STOLEN PROPERTY,Sunday,5/12/2013,,-122.2979222,47.71837464
TRESPASS,Sunday,5/12/2013,,-122.3102387,47.66488064
TRESPASS,Sunday,5/12/2013,,-122.3102387,47.66488064
OTHER PROPERTY,Sunday,5/12/2013,,-122.2853725,47.70921409
CAR PROWL,Sunday,5/12/2013,,-122.2907981,47.72094623
OTHER PROPERTY,Sunday,5/12/2013,,-122.2853725,47.70921409
WARRANT ARREST,Sunday,5/12/2013,,-122.3373204,47.61132124
DISORDERLY CONDUCT,Sunday,5/12/2013,,-122.3016639,47.58295413
DISORDERLY CONDUCT,Sunday,5/12/2013,,-122.3016639,47.58295413
DISORDERLY CONDUCT,Sunday,5/12/2013,,-122.3016639,47.58295413
OTHER PROPERTY,Sunday,5/12/2013,,-122.3234439,47.60412808
TRESPASS,Sunday,5/12/2013,,-122.3207714,47.61351951
TRESPASS,Sunday,5/12/2013,,-122.3207714,47.61351951
TRESPASS,Sunday,5/12/2013,,-122.3207714,47.61351951
TRESPASS,Sunday,5/12/2013,,-122.3207714,47.61351951
ASSAULT,Sunday,5/12/2013,,-122.3176843,47.55490311
ASSAULT,Sunday,5/12/2013,,-122.3176843,47.55490311
ASSAULT,Sunday,5/12/2013,,-122.3351198,47.58927055
ASSAULT,Sunday,5/12/2013,,-122.3351198,47.58927055
ASSAULT,Sunday,5/12/2013,,-122.3351198,47.58927055
VEHICLE THEFT,Sunday,5/12/2013,,-122.3749286,47.58412124
BURGLARY,Sunday,5/12/2013,,-122.3143349,47.67374552
CAR PROWL,Sunday,5/12/2013,,-122.3330981,47.60965503
BURGLARY,Sunday,5/12/2013,,-122.3143349,47.67374552
BURGLARY,Sunday,5/12/2013,,-122.3143349,47.67374552
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3230671,47.62256802
OTHER PROPERTY,Sunday,5/12/2013,,-122.3450853,47.73306346
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3230671,47.62256802
OTHER PROPERTY,Sunday,5/12/2013,,-122.3450853,47.73306346
OTHER PROPERTY,Sunday,5/12/2013,,-122.3450853,47.73306346
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3230671,47.62256802
OTHER PROPERTY,Sunday,5/12/2013,,-122.292841,47.72379509
BIKE THEFT,Sunday,5/12/2013,,-122.3449472,47.63099753
BIKE THEFT,Sunday,5/12/2013,,-122.3449472,47.63099753
BIKE THEFT,Sunday,5/12/2013,,-122.3449472,47.63099753
DISTURBANCE,Sunday,5/12/2013,,-122.3001692,47.58099365
DISTURBANCE,Sunday,5/12/2013,,-122.3001692,47.58099365
DISTURBANCE,Sunday,5/12/2013,,-122.3001692,47.58099365
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3423151,47.62842906
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3423151,47.62842906
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3423151,47.62842906
BURGLARY-SECURE PARKING-RES,Sunday,5/12/2013,,-122.3423151,47.62842906
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3241802,47.67082786
OTHER PROPERTY,Sunday,5/12/2013,,-122.3246808,47.63750684
COUNTERFEIT,Sunday,5/12/2013,,-122.334195,47.59135394
OTHER PROPERTY,Sunday,5/12/2013,,-122.2934102,47.59213905
OTHER PROPERTY,Sunday,5/12/2013,,-122.2934102,47.59213905
OTHER PROPERTY,Sunday,5/12/2013,,-122.2934102,47.59213905
DISTURBANCE,Sunday,5/12/2013,,-122.3290607,47.57369649
DISTURBANCE,Sunday,5/12/2013,,-122.3290607,47.57369649
DISTURBANCE,Sunday,5/12/2013,,-122.3290607,47.57369649
THREATS,Sunday,5/12/2013,,-122.2869362,47.72918072
THREATS,Sunday,5/12/2013,,-122.2869362,47.72918072
SHOPLIFTING,Sunday,5/12/2013,,-122.3368905,47.61044024
VEHICLE THEFT,Sunday,5/12/2013,,-122.2794167,47.66489781
VEHICLE THEFT,Sunday,5/12/2013,,-122.2794167,47.66489781
FRAUD,Sunday,5/12/2013,,-122.2899378,47.57067496
VEHICLE THEFT,Sunday,5/12/2013,,-122.2794167,47.66489781
VEHICLE THEFT,Sunday,5/12/2013,,-122.2794167,47.66489781
DISTURBANCE,Sunday,5/12/2013,,-122.3413822,47.69960933
DISTURBANCE,Sunday,5/12/2013,,-122.3413822,47.69960933
DISTURBANCE,Sunday,5/12/2013,,-122.3413822,47.69960933
OTHER PROPERTY,Sunday,5/12/2013,,-122.273392,47.55115532
OTHER PROPERTY,Sunday,5/12/2013,,-122.273392,47.55115532
CAR PROWL,Sunday,5/12/2013,,-122.318739,47.67729636
CAR PROWL,Sunday,5/12/2013,,-122.318739,47.67729636
VEHICLE THEFT,Sunday,5/12/2013,,-122.3265418,47.61171115
VEHICLE THEFT,Sunday,5/12/2013,,-122.3265418,47.61171115
VEHICLE THEFT,Sunday,5/12/2013,,-122.3929721,47.64173413
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3447721,47.61117231
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3447721,47.61117231
VEHICLE THEFT,Sunday,5/12/2013,,-122.3258934,47.63898704
VEHICLE THEFT,Sunday,5/12/2013,,-122.3314781,47.65253652
TRAFFIC,Sunday,5/12/2013,,-122.2819893,47.53888781
DISTURBANCE,Sunday,5/12/2013,,-122.3708184,47.54320702
DISTURBANCE,Sunday,5/12/2013,,-122.3708184,47.54320702
ASSAULT,Sunday,5/12/2013,,-122.2912477,47.5461318
ASSAULT,Sunday,5/12/2013,,-122.2912477,47.5461318
ASSAULT,Sunday,5/12/2013,,-122.2912477,47.5461318
CAR PROWL,Sunday,5/12/2013,,-122.3394318,47.60483307
RECOVERED PROPERTY,Sunday,5/12/2013,,-122.3477718,47.73167696
ASSAULT,Sunday,5/12/2013,,-122.3255523,47.61704061
ASSAULT,Sunday,5/12/2013,,-122.3255523,47.61704061
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3179048,47.71186416
VEHICLE THEFT,Sunday,5/12/2013,,-122.370195,47.64397193
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3179048,47.71186416
BURGLARY,Sunday,5/12/2013,,-122.3394586,47.60905306
BURGLARY,Sunday,5/12/2013,,-122.3394586,47.60905306
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3179048,47.71186416
DISTURBANCE,Sunday,5/12/2013,,-122.3311241,47.60171757
ROBBERY,Sunday,5/12/2013,,-122.3484309,47.61685497
ROBBERY,Sunday,5/12/2013,,-122.3484309,47.61685497
ROBBERY,Sunday,5/12/2013,,-122.3484309,47.61685497
BURGLARY,Sunday,5/12/2013,,-122.3022081,47.67577465
BURGLARY,Sunday,5/12/2013,,-122.3022081,47.67577465
CAR PROWL,Sunday,5/12/2013,,-122.2990972,47.72020569
OTHER PROPERTY,Sunday,5/12/2013,,-122.3477718,47.73167696
CAR PROWL,Sunday,5/12/2013,,-122.2990972,47.72020569
CAR PROWL,Sunday,5/12/2013,,-122.392708,47.53065739
WARRANT ARREST,Sunday,5/12/2013,,-122.3255945,47.54639852
ASSAULT,Sunday,5/12/2013,,-122.2849032,47.51614785
CAR PROWL,Sunday,5/12/2013,,-122.3408946,47.61239733
CAR PROWL,Sunday,5/12/2013,,-122.3408946,47.61239733
CAR PROWL,Sunday,5/12/2013,,-122.3172296,47.59707936
CAR PROWL,Sunday,5/12/2013,,-122.3240162,47.68140083
RECKLESS BURNING,Sunday,5/12/2013,,-122.2893085,47.58737615
CAR PROWL,Sunday,5/12/2013,,-122.3240162,47.68140083
NARCOTICS,Sunday,5/12/2013,,-122.3247394,47.58189222
NARCOTICS,Sunday,5/12/2013,,-122.3247394,47.58189222
NARCOTICS,Sunday,5/12/2013,,-122.3247394,47.58189222
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.292841,47.72379509
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.292841,47.72379509
ASSAULT,Sunday,5/12/2013,,-122.3027722,47.60743839
ASSAULT,Sunday,5/12/2013,,-122.3411023,47.61134853
ASSAULT,Sunday,5/12/2013,,-122.3411023,47.61134853
CAR PROWL,Sunday,5/12/2013,,-122.3268927,47.62313336
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3308075,47.60046424
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3500054,47.65819647
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3500054,47.65819647
BURGLARY,Sunday,5/12/2013,,-122.3228844,47.68182783
BURGLARY,Sunday,5/12/2013,,-122.3228844,47.68182783
BURGLARY,Sunday,5/12/2013,,-122.3171005,47.71082312
BURGLARY,Sunday,5/12/2013,,-122.3171005,47.71082312
WARRANT ARREST,Sunday,5/12/2013,,-122.2639986,47.5179109
DISTURBANCE,Sunday,5/12/2013,,-122.3441274,47.66500322
DISTURBANCE,Sunday,5/12/2013,,-122.3441274,47.66500322
HOMICIDE,Sunday,5/12/2013,,-122.3038094,47.59927115
HOMICIDE,Sunday,5/12/2013,,-122.3038094,47.59927115
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3544926,47.64254892
ASSAULT,Sunday,5/12/2013,,-122.3189329,47.52645302
ASSAULT,Sunday,5/12/2013,,-122.3189329,47.52645302
ASSAULT,Sunday,5/12/2013,,-122.3189329,47.52645302
ASSAULT,Sunday,5/12/2013,,-122.3167369,47.61288756
STOLEN PROPERTY,Sunday,5/12/2013,,-122.3471636,47.61375921
OTHER PROPERTY,Sunday,5/12/2013,,-122.3246521,47.60460902
OTHER PROPERTY,Sunday,5/12/2013,,-122.3246521,47.60460902
OTHER PROPERTY,Sunday,5/12/2013,,-122.3246521,47.60460902
ROBBERY,Sunday,5/12/2013,,0,0
ROBBERY,Sunday,5/12/2013,,0,0
WEAPON,Sunday,5/12/2013,,-122.3161422,47.52730371
OTHER PROPERTY,Sunday,5/12/2013,,-122.3065119,47.66396512
THREATS,Sunday,5/12/2013,,-122.3189329,47.52645302
THREATS,Sunday,5/12/2013,,-122.3189329,47.52645302
DISTURBANCE,Sunday,5/12/2013,,-122.3458631,47.61299081
DISTURBANCE,Sunday,5/12/2013,,-122.3458631,47.61299081
DISTURBANCE,Sunday,5/12/2013,,-122.3458631,47.61299081
DISTURBANCE,Sunday,5/12/2013,,-122.3044053,47.60716784
OTHER PROPERTY,Sunday,5/12/2013,,-122.3340387,47.60172211
ASSAULT,Sunday,5/12/2013,,-122.3013005,47.58759608
CAR PROWL,Sunday,5/12/2013,,-122.2601629,47.54428374
CAR PROWL,Sunday,5/12/2013,,-122.2601629,47.54428374
CAR PROWL,Sunday,5/12/2013,,-122.2601629,47.54428374
ASSAULT,Sunday,5/12/2013,,-122.3458631,47.61299081
ASSAULT,Sunday,5/12/2013,,-122.3692583,47.67597407
ASSAULT,Sunday,5/12/2013,,-122.3692583,47.67597407
DISTURBANCE,Sunday,5/12/2013,,-122.3040524,47.5522068
DISTURBANCE,Sunday,5/12/2013,,-122.3040524,47.5522068
ASSAULT,Sunday,5/12/2013,,-122.3409938,47.63099174
ASSAULT,Sunday,5/12/2013,,-122.3342264,47.72958304
ASSAULT,Sunday,5/12/2013,,-122.3342264,47.72958304
CAR PROWL,Sunday,5/12/2013,,-122.3972336,47.66765539
CAR PROWL,Sunday,5/12/2013,,-122.3972336,47.66765539
ROBBERY,Sunday,5/12/2013,,-122.3128687,47.60434176
ROBBERY,Sunday,5/12/2013,,-122.3128687,47.60434176
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3726496,47.71366161
MAIL THEFT,Sunday,5/12/2013,,-122.3172781,47.58921229
BURGLARY,Sunday,5/12/2013,,-122.3240231,47.66224818
MAIL THEFT,Sunday,5/12/2013,,-122.3172781,47.58921229
MAIL THEFT,Sunday,5/12/2013,,-122.3172781,47.58921229
BURGLARY,Sunday,5/12/2013,,-122.3240231,47.66224818
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3726496,47.71366161
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3726496,47.71366161
VEHICLE THEFT,Sunday,5/12/2013,,-122.3272263,47.54154258
BURGLARY,Sunday,5/12/2013,,-122.3500032,47.69827655
BURGLARY,Sunday,5/12/2013,,-122.3500032,47.69827655
BURGLARY,Sunday,5/12/2013,,-122.3500032,47.69827655
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3335785,47.66958105
PROPERTY DAMAGE,Sunday,5/12/2013,,-122.3335785,47.66958105
DISTURBANCE,Monday,5/13/2013,,-122.4099896,47.57931722
THREATS,Monday,5/13/2013,,-122.3520282,47.61663609
THREATS,Monday,5/13/2013,,-122.3520282,47.61663609
THREATS,Monday,5/13/2013,,-122.3520282,47.61663609
THREATS,Monday,5/13/2013,,-122.3520282,47.61663609
THREATS,Monday,5/13/2013,,-122.3520282,47.61663609
ASSAULT,Monday,5/13/2013,,-122.2699896,47.53096562
ROBBERY,Monday,5/13/2013,,-122.3551548,47.51827803
ROBBERY,Monday,5/13/2013,,-122.3551548,47.51827803
ROBBERY,Monday,5/13/2013,,-122.3551548,47.51827803
ROBBERY,Monday,5/13/2013,,-122.3551548,47.51827803
ROBBERY,Monday,5/13/2013,,-122.3551548,47.51827803
OTHER PROPERTY,Monday,5/13/2013,,-122.3826697,47.64845691
OTHER PROPERTY,Monday,5/13/2013,,-122.3826697,47.64845691
CAR PROWL,Monday,5/13/2013,,-122.3081258,47.616434
ASSAULT,Monday,5/13/2013,,-122.3393581,47.60978173
ASSAULT,Monday,5/13/2013,,-122.3393581,47.60978173
ASSAULT,Monday,5/13/2013,,-122.3393581,47.60978173
BURGLARY,Monday,5/13/2013,,-122.3170757,47.64505021
ASSAULT,Monday,5/13/2013,,-122.3487705,47.72321959
PROSTITUTION,Monday,5/13/2013,,-122.3424031,47.61854961
WEAPON,Monday,5/13/2013,,-122.319647,47.59750809
WEAPON,Monday,5/13/2013,,-122.319647,47.59750809
WEAPON,Monday,5/13/2013,,-122.319647,47.59750809
WEAPON,Monday,5/13/2013,,-122.319647,47.59750809
STOLEN PROPERTY,Monday,5/13/2013,,-122.3361655,47.6160533
CAR PROWL,Monday,5/13/2013,,-122.3194067,47.60289604
CAR PROWL,Monday,5/13/2013,,-122.3791967,47.54208145
CAR PROWL,Monday,5/13/2013,,-122.3791967,47.54208145
CAR PROWL,Monday,5/13/2013,,-122.3462275,47.62932076
OTHER PROPERTY,Monday,5/13/2013,,-122.3215998,47.52646149
STOLEN PROPERTY,Monday,5/13/2013,,-122.3361655,47.6160533
CAR PROWL,Monday,5/13/2013,,-122.3462275,47.62932076
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3718554,47.56987702
DISTURBANCE,Monday,5/13/2013,,-122.3311241,47.60171757
DISTURBANCE,Monday,5/13/2013,,-122.3311241,47.60171757
VEHICLE THEFT,Monday,5/13/2013,,-122.3159844,47.58921265
WARRANT ARREST,Monday,5/13/2013,,-122.3314085,47.60276654
VEHICLE THEFT,Monday,5/13/2013,,-122.3258291,47.63305755
STOLEN PROPERTY,Monday,5/13/2013,,-122.3910734,47.55305691
ASSAULT,Monday,5/13/2013,,-122.2951514,47.71819505
ASSAULT,Monday,5/13/2013,,-122.2951514,47.71819505
ASSAULT,Monday,5/13/2013,,-122.2951514,47.71819505
ASSAULT,Monday,5/13/2013,,-122.2951514,47.71819505
ASSAULT,Monday,5/13/2013,,-122.2951514,47.71819505
TRESPASS,Monday,5/13/2013,,-122.3423916,47.61034467
EMBEZZLE,Monday,5/13/2013,,-122.3246152,47.7086028
EMBEZZLE,Monday,5/13/2013,,-122.3246152,47.7086028
EMBEZZLE,Monday,5/13/2013,,-122.3246152,47.7086028
CAR PROWL,Monday,5/13/2013,,-122.3221394,47.61581012
PROPERTY DAMAGE,Monday,5/13/2013,,-122.2992267,47.70917707
PROPERTY DAMAGE,Monday,5/13/2013,,-122.2992267,47.70917707
PROPERTY DAMAGE,Monday,5/13/2013,,-122.2992267,47.70917707
OTHER PROPERTY,Monday,5/13/2013,,-122.330415,47.61919797
TRESPASS,Monday,5/13/2013,,-122.3378706,47.60647839
WARRANT ARREST,Monday,5/13/2013,,-122.3567145,47.62392989
ROBBERY,Monday,5/13/2013,,-122.3196466,47.59834715
ROBBERY,Monday,5/13/2013,,-122.3196466,47.59834715
ASSAULT,Monday,5/13/2013,,-122.3397732,47.605176
ASSAULT,Monday,5/13/2013,,-122.3397732,47.605176
ASSAULT,Monday,5/13/2013,,-122.3397732,47.605176
VEHICLE THEFT,Monday,5/13/2013,,-122.2826036,47.55620575
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3606333,47.62394441
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3606333,47.62394441
BURGLARY-SECURE PARKING-RES,Monday,5/13/2013,,-122.3402647,47.61554493
SHOPLIFTING,Monday,5/13/2013,,-122.3131157,47.66218058
BURGLARY,Monday,5/13/2013,,-122.3186681,47.55101582
CAR PROWL,Monday,5/13/2013,,-122.3466378,47.61696696
CAR PROWL,Monday,5/13/2013,,-122.3190312,47.60794735
CAR PROWL,Monday,5/13/2013,,-122.3190312,47.60794735
CAR PROWL,Monday,5/13/2013,,-122.3197773,47.66038656
DISTURBANCE,Monday,5/13/2013,,-122.3305103,47.60188591
DISTURBANCE,Monday,5/13/2013,,-122.3305103,47.60188591
DISTURBANCE,Monday,5/13/2013,,-122.3305103,47.60188591
SHOPLIFTING,Monday,5/13/2013,,-122.3348178,47.61236845
THREATS,Monday,5/13/2013,,-122.3115955,47.59391953
THREATS,Monday,5/13/2013,,-122.3115955,47.59391953
THREATS,Monday,5/13/2013,,-122.3115955,47.59391953
STOLEN PROPERTY,Monday,5/13/2013,,-122.3208265,47.6169873
SHOPLIFTING,Monday,5/13/2013,,-122.3246152,47.7086028
ROBBERY,Monday,5/13/2013,,-122.283446,47.55121636
ROBBERY,Monday,5/13/2013,,-122.283446,47.55121636
OTHER PROPERTY,Monday,5/13/2013,,-122.3138241,47.6568412
THREATS,Monday,5/13/2013,,-122.3749025,47.66789051
THREATS,Monday,5/13/2013,,-122.3749025,47.66789051
THREATS,Monday,5/13/2013,,-122.3749025,47.66789051
THREATS,Monday,5/13/2013,,-122.3157596,47.52474445
ROBBERY,Monday,5/13/2013,,-122.3246152,47.7086028
THREATS,Monday,5/13/2013,,-122.3157596,47.52474445
ROBBERY,Monday,5/13/2013,,-122.3246152,47.7086028
ROBBERY,Monday,5/13/2013,,-122.3102748,47.59923148
THREATS,Monday,5/13/2013,,-122.3157596,47.52474445
ROBBERY,Monday,5/13/2013,,-122.3246152,47.7086028
ROBBERY,Monday,5/13/2013,,-122.3102748,47.59923148
DISTURBANCE,Monday,5/13/2013,,-122.3156591,47.67497765
DISTURBANCE,Monday,5/13/2013,,-122.3156591,47.67497765
DISTURBANCE,Monday,5/13/2013,,-122.3156591,47.67497765
OTHER PROPERTY,Monday,5/13/2013,,-122.3339637,47.70684962
OTHER PROPERTY,Monday,5/13/2013,,-122.3369385,47.61216878
BURGLARY,Monday,5/13/2013,,-122.2729454,47.67848877
BURGLARY,Monday,5/13/2013,,-122.2729454,47.67848877
STOLEN PROPERTY,Monday,5/13/2013,,-122.3493031,47.66287425
