Date,PdDistrict,X,Y
1/25/13,NORTHERN,-122.4184082,37.78700629
1/15/13,MISSION,-122.4275665,37.76305769
1/24/13,SOUTHERN,-122.403743,37.7752317
1/24/13,SOUTHERN,-122.403743,37.7752317
1/24/13,BAYVIEW,-122.3798836,37.73145234
1/25/13,PARK,-122.4356171,37.78100995
1/24/13,TARAVAL,-122.4933036,37.76484231
1/25/13,SOUTHERN,-122.3989327,37.78378482
1/25/13,TARAVAL,-122.4766817,37.72693467
1/25/13,MISSION,-122.4066566,37.75682561
1/24/13,INGLESIDE,-122.4135745,37.74717067
1/24/13,INGLESIDE,-122.4102028,37.73836011
1/15/13,TARAVAL,-122.4692502,37.75940104
1/25/13,TARAVAL,-122.4883467,37.74160878
1/19/13,MISSION,-122.4349586,37.76086629
1/25/13,BAYVIEW,-122.3966174,37.72023105
1/24/13,MISSION,-122.4251391,37.75314859
1/25/13,SOUTHERN,-122.4080683,37.78399168
1/25/13,SOUTHERN,-122.4080683,37.78399168
1/25/13,SOUTHERN,-122.4080683,37.78399168
1/24/13,PARK,-122.4530055,37.7749711
1/24/13,PARK,-122.4530055,37.7749711
1/15/13,TARAVAL,-122.4703377,37.74533588
1/25/13,NORTHERN,-122.4362974,37.80084379
1/6/13,NORTHERN,-122.4219019,37.78754458
1/25/13,SOUTHERN,-122.4074207,37.78342954
1/25/13,TARAVAL,-122.4703377,37.74533588
1/25/13,MISSION,-122.4196251,37.7641255
1/25/13,MISSION,-122.4196251,37.7641255
1/25/13,MISSION,-122.4196251,37.7641255
1/25/13,NORTHERN,-122.4332747,37.78608624
1/24/13,INGLESIDE,-122.4133314,37.71104666
1/24/13,INGLESIDE,-122.4133314,37.71104666
1/23/13,INGLESIDE,-122.4313728,37.71926555
1/25/13,NORTHERN,-122.4181581,37.78573471
1/25/13,NORTHERN,-122.427345,37.77922673
1/22/13,TARAVAL,-122.4516041,37.71979003
1/25/13,MISSION,-122.4310287,37.76586724
1/19/13,INGLESIDE,-122.4056344,37.71193537
1/25/13,TENDERLOIN,-122.4057954,37.78672463
1/25/13,PARK,-122.4533811,37.76859989
1/25/13,PARK,-122.4533811,37.76859989
1/25/13,PARK,-122.4533811,37.76859989
1/25/13,INGLESIDE,-122.4501183,37.72208248
1/24/13,CENTRAL,-122.4132233,37.79522562
1/25/13,MISSION,-122.4196309,37.76506493
1/25/13,MISSION,-122.4196309,37.76506493
1/25/13,MISSION,-122.4196309,37.76506493
1/24/13,INGLESIDE,-122.4069937,37.71130192
1/25/13,SOUTHERN,-122.4130988,37.77997302
1/25/13,BAYVIEW,-122.378399,37.72597756
1/24/13,NORTHERN,-122.4182742,37.7870372
1/25/13,NORTHERN,-122.4362753,37.80081266
1/25/13,INGLESIDE,-122.4258229,37.72450301
1/23/13,PARK,-122.4433244,37.77716382
1/23/13,PARK,-122.4433244,37.77716382
1/25/13,MISSION,-122.4164276,37.75365638
1/24/13,CENTRAL,-122.4236584,37.80528509
1/24/13,CENTRAL,-122.4236584,37.80528509
1/22/13,SOUTHERN,-122.3939661,37.79502782
1/25/13,TENDERLOIN,-122.4131216,37.78192408
1/25/13,MISSION,-122.4210425,37.75610303
1/25/13,BAYVIEW,-122.3887369,37.72977836
1/24/13,SOUTHERN,-122.4144726,37.77531658
1/25/13,MISSION,-122.4042433,37.751846
1/22/13,INGLESIDE,-122.4149273,37.73641441
1/25/13,MISSION,-122.4245595,37.76148567
1/25/13,CENTRAL,-122.4055007,37.79007913
1/25/13,CENTRAL,-122.3971763,37.79860833
1/23/13,TENDERLOIN,-122.4097735,37.78642619
1/24/13,INGLESIDE,-122.4330931,37.73005945
1/20/13,CENTRAL,-122.4145019,37.80547461
1/25/13,NORTHERN,-122.4314399,37.79749252
1/25/13,RICHMOND,-122.4737833,37.77480523
1/24/13,SOUTHERN,-122.4106038,37.77932204
1/25/13,INGLESIDE,-122.4068911,37.71879859
1/25/13,SOUTHERN,-122.4058285,37.78570069
1/25/13,NORTHERN,-122.4289174,37.78888085
1/25/13,NORTHERN,-122.4376961,37.79893283
1/25/13,TENDERLOIN,-122.4124297,37.78329841
1/25/13,RICHMOND,-122.4817948,37.77645629
1/25/13,TARAVAL,-122.4730238,37.75156968
1/25/13,TARAVAL,-122.4730238,37.75156968
1/21/13,SOUTHERN,-122.3912902,37.78005505
1/23/13,TARAVAL,-122.4701619,37.75824619
1/25/13,TARAVAL,-122.4813161,37.74723698
1/25/13,TARAVAL,-122.4634209,37.7196815
1/25/13,TARAVAL,-122.4634209,37.7196815
1/25/13,PARK,-122.4360014,37.78287155
1/25/13,INGLESIDE,-122.4523019,37.72429168
1/24/13,INGLESIDE,-122.4337082,37.71314522
1/25/13,MISSION,-122.4186574,37.76421295
1/25/13,MISSION,-122.4186574,37.76421295
1/25/13,TENDERLOIN,-122.4141394,37.78274866
1/25/13,TENDERLOIN,-122.4141394,37.78274866
1/25/13,BAYVIEW,-122.4108416,37.72915993
1/5/13,RICHMOND,-122.4588606,37.78125509
1/25/13,INGLESIDE,-122.436538,37.73044847
1/24/13,CENTRAL,-122.4123433,37.78683414
1/25/13,MISSION,-122.4195157,37.76342923
1/17/13,NORTHERN,-122.4309083,37.7828933
1/25/13,BAYVIEW,-122.4019134,37.73571137
1/24/13,BAYVIEW,-122.4048321,37.73051065
1/24/13,BAYVIEW,-122.4048321,37.73051065
1/24/13,MISSION,-122.4157447,37.75699177
1/23/13,SOUTHERN,-122.4125865,37.77362
1/25/13,CENTRAL,-122.4049598,37.7886937
1/25/13,NORTHERN,-122.4202505,37.78007457
1/25/13,INGLESIDE,-122.4347282,37.73550631
1/25/13,TENDERLOIN,-122.4133807,37.78570343
1/25/13,SOUTHERN,-122.403743,37.7752317
1/25/13,TENDERLOIN,-122.4148982,37.7827202
1/25/13,NORTHERN,-122.4316829,37.8032668
1/4/13,INGLESIDE,-122.4351264,37.73722728
1/4/13,INGLESIDE,-122.4351264,37.73722728
1/25/13,TARAVAL,-122.4824572,37.76237368
1/19/13,TARAVAL,-122.4626756,37.71755373
1/25/13,TENDERLOIN,-122.4098318,37.78431609
1/25/13,NORTHERN,-122.4320422,37.77979456
1/15/13,INGLESIDE,-122.4346176,37.73955983
1/25/13,SOUTHERN,-122.4118712,37.77746463
1/19/13,MISSION,-122.4213699,37.75907498
1/24/13,RICHMOND,-122.4813824,37.77831033
1/25/13,RICHMOND,-122.4926507,37.77790575
1/25/13,NORTHERN,-122.41824,37.786048
1/25/13,TENDERLOIN,-122.4142494,37.78396524
1/25/13,TENDERLOIN,-122.4142494,37.78396524
1/24/13,TENDERLOIN,-122.4108317,37.78331467
1/23/13,CENTRAL,-122.4057596,37.80021547
1/19/13,INGLESIDE,-122.4422292,37.73246684
1/19/13,INGLESIDE,-122.4422292,37.73246684
1/19/13,INGLESIDE,-122.4422292,37.73246684
1/25/13,BAYVIEW,-122.3974087,37.72990851
1/25/13,INGLESIDE,-122.4365763,37.72449705
1/25/13,INGLESIDE,-122.439685,37.72438421
1/25/13,NORTHERN,-122.429101,37.77400632
1/25/13,SOUTHERN,-122.4119839,37.78094765
1/25/13,SOUTHERN,-122.4119839,37.78094765
1/10/13,MISSION,-122.417852,37.76870327
1/25/13,SOUTHERN,-122.4055395,37.77486099
1/25/13,PARK,-122.4510161,37.76944555
1/25/13,PARK,-122.4510161,37.76944555
1/25/13,PARK,-122.4510161,37.76944555
1/19/13,SOUTHERN,-122.4049702,37.78387782
1/25/13,MISSION,-122.4196274,37.76502836
1/25/13,TENDERLOIN,-122.4164269,37.78597556
1/25/13,TARAVAL,-122.5006945,37.74773401
1/23/13,NORTHERN,-122.4393062,37.79939466
1/23/13,NORTHERN,-122.4393062,37.79939466
1/25/13,TENDERLOIN,-122.4106147,37.78333074
1/18/13,SOUTHERN,-122.4075166,37.78447121
1/18/13,SOUTHERN,-122.4075166,37.78447121
1/25/13,BAYVIEW,-122.4038869,37.72798172
1/25/13,TENDERLOIN,-122.4129705,37.78578838
1/25/13,MISSION,-122.4208866,37.74806619
1/25/13,BAYVIEW,-122.4090366,37.72754331
1/25/13,SOUTHERN,-122.4120004,37.77210572
1/25/13,MISSION,-122.4162686,37.75237351
1/25/13,TENDERLOIN,-122.4151278,37.77978707
1/25/13,TENDERLOIN,-122.4151278,37.77978707
1/25/13,PARK,-122.4371096,37.7708956
1/25/13,TENDERLOIN,-122.4112238,37.78218828
1/25/13,PARK,-122.4501634,37.77066088
1/24/13,NORTHERN,-122.4319865,37.79654534
1/24/13,NORTHERN,-122.4319865,37.79654534
1/25/13,CENTRAL,-122.4084331,37.79670393
1/25/13,INGLESIDE,-122.4180084,37.73298612
1/25/13,INGLESIDE,-122.4180084,37.73298612
1/25/13,SOUTHERN,-122.4037182,37.78475955
1/25/13,MISSION,-122.4268931,37.76916184
1/25/13,MISSION,-122.4268931,37.76916184
1/25/13,TENDERLOIN,-122.4130438,37.78095283
1/25/13,TARAVAL,-122.5081402,37.75167665
1/25/13,TENDERLOIN,-122.4169669,37.78429939
1/25/13,NORTHERN,-122.4343231,37.79962782
1/25/13,SOUTHERN,-122.405784,37.78573577
1/25/13,SOUTHERN,-122.405784,37.78573577
1/25/13,SOUTHERN,-122.405784,37.78573577
1/25/13,NORTHERN,-122.4279912,37.78495312
1/25/13,INGLESIDE,-122.4239985,37.74543698
1/25/13,TARAVAL,-122.4885015,37.74123411
1/25/13,TENDERLOIN,-122.4103035,37.78326685
1/25/13,NORTHERN,-122.4191401,37.78347379
1/25/13,NORTHERN,-122.4191401,37.78347379
1/25/13,NORTHERN,-122.4191401,37.78347379
1/25/13,NORTHERN,-122.4191401,37.78347379
1/25/13,SOUTHERN,-122.3940982,37.77643285
1/25/13,SOUTHERN,-122.3940982,37.77643285
1/25/13,BAYVIEW,-122.3864,37.72048902
1/25/13,NORTHERN,-122.420594,37.7824293
1/25/13,NORTHERN,-122.420594,37.7824293
1/25/13,NORTHERN,-122.4240452,37.79293521
1/25/13,SOUTHERN,-122.4017817,37.78148732
1/25/13,PARK,-122.4427561,37.77435758
1/25/13,SOUTHERN,-122.3986194,37.78889377
1/25/13,TARAVAL,-122.4742345,37.71688063
1/25/13,TARAVAL,-122.4742345,37.71688063
1/25/13,BAYVIEW,-122.3998711,37.71235411
1/25/13,TENDERLOIN,-122.4141836,37.78369764
1/25/13,TENDERLOIN,-122.4141836,37.78369764
1/26/13,TENDERLOIN,-122.4139544,37.78372667
1/25/13,MISSION,-122.4075383,37.76578275
1/25/13,INGLESIDE,-122.4287512,37.74199493
1/6/13,BAYVIEW,-122.3965615,37.71824694
1/25/13,CENTRAL,-122.4083335,37.78768298
1/20/13,MISSION,-122.4078491,37.7528401
1/25/13,NORTHERN,-122.4270647,37.77205775
1/25/13,PARK,-122.4370485,37.77126782
1/25/13,SOUTHERN,-122.4038902,37.78462377
1/25/13,SOUTHERN,-122.4038902,37.78462377
1/25/13,TARAVAL,-122.5093297,37.76362982
1/25/13,MISSION,-122.4092161,37.76571589
1/25/13,MISSION,-122.4092161,37.76571589
1/25/13,CENTRAL,-122.4070059,37.78987105
1/25/13,MISSION,-122.4066566,37.75682561
1/25/13,BAYVIEW,-122.3966521,37.75484644
1/23/13,SOUTHERN,-122.403743,37.7752317
1/25/13,SOUTHERN,-122.4068368,37.78500422
1/25/13,CENTRAL,-122.4133555,37.804167
1/25/13,RICHMOND,-122.4635805,37.78473789
1/25/13,INGLESIDE,-122.4174859,37.73289652
1/25/13,SOUTHERN,-122.403743,37.7752317
1/25/13,TENDERLOIN,-122.4102251,37.78610209
1/25/13,MISSION,-122.4214261,37.7601018
1/25/13,INGLESIDE,-122.4466072,37.72072313
1/25/13,BAYVIEW,-122.3896226,37.72285415
1/25/13,BAYVIEW,-122.388517,37.73550011
1/25/13,SOUTHERN,-122.4077274,37.7802374
1/25/13,SOUTHERN,-122.4077274,37.7802374
1/25/13,SOUTHERN,-122.4006289,37.78519866
1/25/13,SOUTHERN,-122.4006289,37.78519866
1/25/13,SOUTHERN,-122.4006289,37.78519866
1/25/13,SOUTHERN,-122.4006289,37.78519866
1/25/13,TENDERLOIN,-122.4140563,37.78279311
1/25/13,SOUTHERN,-122.4093982,37.7779344
1/25/13,NORTHERN,-122.4303573,37.78836728
1/25/13,NORTHERN,-122.4277612,37.77902819
1/25/13,INGLESIDE,-122.4456689,37.71185414
1/25/13,SOUTHERN,-122.3920823,37.78184577
1/25/13,RICHMOND,-122.4588356,37.78136644
1/25/13,CENTRAL,-122.4066697,37.79786417
1/25/13,SOUTHERN,-122.40802,37.77780897
1/25/13,RICHMOND,-122.4696287,37.78076803
1/25/13,PARK,-122.4416791,37.77737223
1/25/13,PARK,-122.4416791,37.77737223
1/25/13,PARK,-122.4416791,37.77737223
1/25/13,SOUTHERN,-122.3992395,37.7882953
1/25/13,SOUTHERN,-122.3992395,37.7882953
1/25/13,TARAVAL,-122.4725704,37.71717341
1/25/13,CENTRAL,-122.4060154,37.79798276
1/25/13,CENTRAL,-122.4060154,37.79798276
1/25/13,MISSION,-122.4292024,37.76273628
1/25/13,MISSION,-122.4240862,37.76475033
1/25/13,TARAVAL,-122.4712722,37.72507532
1/25/13,MISSION,-122.4427829,37.75077195
1/25/13,MISSION,-122.4427829,37.75077195
1/25/13,TARAVAL,-122.4877198,37.74665804
1/25/13,INGLESIDE,-122.4118477,37.73596578
1/25/13,MISSION,-122.4173326,37.7635719
1/26/13,NORTHERN,-122.4184677,37.78796526
1/26/13,MISSION,-122.4176606,37.75550434
1/26/13,CENTRAL,-122.4054707,37.79805264
1/26/13,CENTRAL,-122.4054707,37.79805264
1/25/13,BAYVIEW,-122.3966174,37.72023105
1/25/13,BAYVIEW,-122.3966174,37.72023105
1/25/13,PARK,-122.4374224,37.77313233
1/26/13,NORTHERN,-122.420212,37.78822254
1/26/13,CENTRAL,-122.41481,37.78651941
1/26/13,CENTRAL,-122.4085333,37.79958644
1/26/13,SOUTHERN,-122.397821,37.77931489
1/25/13,CENTRAL,-122.4122324,37.79952896
1/25/13,CENTRAL,-122.4122324,37.79952896
1/26/13,CENTRAL,-122.4038645,37.79822264
1/26/13,SOUTHERN,-122.4025276,37.77603828
1/25/13,PARK,-122.4420733,37.77161908
1/26/13,NORTHERN,-122.4244366,37.77574035
1/26/13,BAYVIEW,-122.3881652,37.72765765
1/26/13,MISSION,-122.4130087,37.75260513
1/26/13,MISSION,-122.4130087,37.75260513
1/25/13,NORTHERN,-122.4321428,37.78049558
1/26/13,TENDERLOIN,-122.4165676,37.78346481
1/25/13,MISSION,-122.4163693,37.75394563
1/26/13,INGLESIDE,-122.4228424,37.74102874
1/26/13,SOUTHERN,-122.3947457,37.78308489
1/26/13,SOUTHERN,-122.3947457,37.78308489
1/26/13,RICHMOND,-122.476187,37.78050743
1/26/13,RICHMOND,-122.476187,37.78050743
1/26/13,MISSION,-122.4285307,37.760585
1/26/13,BAYVIEW,-122.3913074,37.72097569
1/25/13,CENTRAL,-122.4181662,37.78988552
1/25/13,CENTRAL,-122.4181662,37.78988552
1/26/13,MISSION,-122.4184038,37.75221781
1/26/13,MISSION,-122.4184038,37.75221781
1/26/13,NORTHERN,-122.4223305,37.79036907
1/26/13,MISSION,-122.4254656,37.76862811
1/26/13,SOUTHERN,-122.403743,37.7752317
1/26/13,CENTRAL,-122.4023362,37.79400856
1/26/13,SOUTHERN,-122.4202914,37.77089739
1/26/13,BAYVIEW,-122.3988588,37.76618179
1/26/13,BAYVIEW,-122.3988588,37.76618179
1/25/13,MISSION,-122.4162686,37.75237351
1/26/13,PARK,-122.4462351,37.76212334
1/26/13,PARK,-122.4462351,37.76212334
1/26/13,NORTHERN,-122.4199588,37.78487405
1/26/13,TARAVAL,-122.4835709,37.76331091
1/26/13,CENTRAL,-122.4083335,37.78768298
1/21/13,RICHMOND,-122.4851989,37.78584364
1/26/13,BAYVIEW,-122.3956223,37.72243362
1/26/13,SOUTHERN,-122.4050129,37.76848462
1/26/13,CENTRAL,-122.4168606,37.78820854
1/25/13,RICHMOND,-122.4534445,37.78323613
1/26/13,TENDERLOIN,-122.4145992,37.78371282
1/25/13,TARAVAL,-122.4561883,37.72333082
1/25/13,TARAVAL,-122.4561883,37.72333082
1/26/13,BAYVIEW,-122.3984199,37.76244604
1/26/13,CENTRAL,-122.4085595,37.78883641
1/26/13,NORTHERN,-122.4262267,37.80152151
1/26/13,MISSION,-122.4160725,37.74995434
1/26/13,TENDERLOIN,-122.413558,37.78193602
1/26/13,TENDERLOIN,-122.413558,37.78193602
1/26/13,TENDERLOIN,-122.413558,37.78193602
1/26/13,CENTRAL,-122.4010402,37.79759714
1/25/13,MISSION,-122.422015,37.75440199
1/25/13,RICHMOND,-122.4818152,37.78391692
1/25/13,PARK,-122.4587393,37.76528097
1/26/13,NORTHERN,-122.4194159,37.77590461
1/25/13,NORTHERN,-122.4202627,37.78826279
1/25/13,TARAVAL,-122.4799115,37.75672663
1/26/13,SOUTHERN,-122.392171,37.7784329
1/26/13,SOUTHERN,-122.392171,37.7784329
1/25/13,INGLESIDE,-122.4055674,37.71066713
1/25/13,INGLESIDE,-122.4055674,37.71066713
1/25/13,INGLESIDE,-122.4208174,37.74423374
1/25/13,RICHMOND,-122.4883672,37.77995546
1/26/13,TENDERLOIN,-122.4156974,37.78280678
1/26/13,TENDERLOIN,-122.4156974,37.78280678
1/25/13,CENTRAL,-122.4156188,37.8072756
1/24/13,TARAVAL,-122.4706411,37.75159378
1/26/13,CENTRAL,-122.4096356,37.79850446
1/21/13,TARAVAL,-122.484365,37.75950119
1/14/13,MISSION,-122.4120369,37.74825404
1/25/13,CENTRAL,-122.412879,37.78679393
1/26/13,SOUTHERN,-122.4192579,37.77514629
1/26/13,RICHMOND,-122.4701619,37.77320777
1/25/13,RICHMOND,-122.5067037,37.77157235
1/26/13,TARAVAL,-122.4822398,37.76184647
1/26/13,RICHMOND,-122.4853519,37.77435995
1/25/13,CENTRAL,-122.4131745,37.78671902
1/25/13,TARAVAL,-122.4725932,37.75454807
1/26/13,TENDERLOIN,-122.4103035,37.78326685
1/26/13,TENDERLOIN,-122.4103035,37.78326685
1/26/13,INGLESIDE,-122.4088017,37.74642567
1/26/13,RICHMOND,-122.4601327,37.78245662
1/23/13,CENTRAL,-122.3965483,37.79459957
1/26/13,SOUTHERN,-122.4145523,37.77640622
1/26/13,SOUTHERN,-122.3987586,37.77656877
1/26/13,NORTHERN,-122.4242959,37.78339831
1/22/13,SOUTHERN,-122.403743,37.7752317
1/25/13,BAYVIEW,-122.3965642,37.76340664
1/25/13,BAYVIEW,-122.3965642,37.76340664
1/26/13,NORTHERN,-122.4242959,37.78339831
1/26/13,TENDERLOIN,-122.4075917,37.78441022
1/25/13,TENDERLOIN,-122.4075917,37.78441022
1/26/13,MISSION,-122.4195289,37.76313532
1/26/13,MISSION,-122.4078556,37.76833309
1/25/13,MISSION,-122.4234226,37.76479058
1/25/13,BAYVIEW,-122.3892241,37.75805037
1/26/13,MISSION,-122.4359321,37.75937519
1/23/13,BAYVIEW,-122.3976666,37.73377813
1/26/13,TARAVAL,-122.4698316,37.73731333
1/19/13,TARAVAL,-122.5070734,37.76033907
1/26/13,CENTRAL,-122.4120236,37.78925933
1/26/13,INGLESIDE,-122.4071056,37.71108332
1/25/13,BAYVIEW,-122.392131,37.73075231
1/19/13,NORTHERN,-122.4227172,37.80062521
1/26/13,CENTRAL,-122.4189555,37.80687139
1/26/13,MISSION,-122.4307928,37.75065474
1/26/13,RICHMOND,-122.4821017,37.77531151
1/26/13,MISSION,-122.4156163,37.76853601
1/26/13,SOUTHERN,-122.405784,37.78573577
1/25/13,CENTRAL,-122.41407,37.79143399
1/25/13,SOUTHERN,-122.4206638,37.77399188
1/26/13,TENDERLOIN,-122.4122823,37.78590943
1/20/13,PARK,-122.4385546,37.77872294
1/26/13,MISSION,-122.4124244,37.76807417
1/26/13,MISSION,-122.4124244,37.76807417
1/26/13,TARAVAL,-122.4852263,37.71469453
1/26/13,TARAVAL,-122.4852263,37.71469453
1/25/13,PARK,-122.4448455,37.77126308
1/26/13,CENTRAL,-122.4151543,37.79669705
1/26/13,INGLESIDE,-122.4274443,37.71151453
1/26/13,TENDERLOIN,-122.4169456,37.78334986
1/26/13,NORTHERN,-122.4321371,37.77978233
1/25/13,MISSION,-122.4266965,37.76786922
1/26/13,SOUTHERN,-122.4080683,37.78399168
1/26/13,INGLESIDE,-122.4371043,37.72156994
1/26/13,SOUTHERN,-122.4173518,37.77447299
1/26/13,PARK,-122.4485785,37.76979772
1/26/13,PARK,-122.4485785,37.76979772
1/26/13,PARK,-122.4485785,37.76979772
1/26/13,NORTHERN,-122.4183796,37.7832363
1/26/13,CENTRAL,-122.40881,37.79857121
1/26/13,SOUTHERN,-122.4070368,37.78475328
1/26/13,SOUTHERN,-122.4070368,37.78475328
1/25/13,PARK,-122.4376417,37.77027004
1/26/13,SOUTHERN,-122.4005905,37.77752398
1/26/13,SOUTHERN,-122.4005905,37.77752398
1/26/13,TENDERLOIN,-122.4147438,37.77871926
1/26/13,TARAVAL,-122.4646627,37.75380078
1/26/13,MISSION,-122.4190127,37.75223906
1/26/13,SOUTHERN,-122.403743,37.7752317
1/26/13,INGLESIDE,-122.4125023,37.7226301
1/26/13,CENTRAL,-122.4158057,37.80821201
1/26/13,CENTRAL,-122.3988593,37.79698383
1/26/13,CENTRAL,-122.3988593,37.79698383
1/26/13,TARAVAL,-122.5001042,37.73481175
1/26/13,SOUTHERN,-122.3947512,37.79447983
1/26/13,INGLESIDE,-122.4472676,37.71464693
1/26/13,TENDERLOIN,-122.4136794,37.78092583
1/26/13,BAYVIEW,-122.3934947,37.75107118
1/26/13,SOUTHERN,-122.4098158,37.78265478
1/25/13,PARK,-122.4371018,37.77085936
1/26/13,INGLESIDE,-122.4149474,37.73618854
1/26/13,CENTRAL,-122.4028767,37.78902597
1/26/13,CENTRAL,-122.4044206,37.79264021
1/26/13,CENTRAL,-122.4044206,37.79264021
1/26/13,MISSION,-122.4215199,37.76063036
1/26/13,PARK,-122.4471431,37.77891233
1/26/13,NORTHERN,-122.4421677,37.7999516
1/26/13,SOUTHERN,-122.403743,37.7752317
1/26/13,MISSION,-122.4185967,37.7538382
1/26/13,MISSION,-122.4185967,37.7538382
1/26/13,SOUTHERN,-122.4125865,37.77362
1/25/13,SOUTHERN,-122.403743,37.7752317
1/26/13,MISSION,-122.4202171,37.76327831
1/26/13,SOUTHERN,-122.4013269,37.78097984
1/26/13,RICHMOND,-122.4728413,37.77998743
1/26/13,RICHMOND,-122.4728413,37.77998743
1/25/13,CENTRAL,-122.3963105,37.79394072
1/25/13,PARK,-122.4431647,37.76644211
1/26/13,TENDERLOIN,-122.4094101,37.7832359
1/24/13,BAYVIEW,-122.4050884,37.73123866
1/26/13,TENDERLOIN,-122.4141821,37.78320725
1/26/13,NORTHERN,-122.4182742,37.7870372
1/26/13,SOUTHERN,-122.4049702,37.78387782
1/26/13,INGLESIDE,-122.4310994,37.74343188
1/26/13,MISSION,-122.4063213,37.75234915
1/26/13,PARK,-122.4505366,37.7679658
1/26/13,PARK,-122.4505366,37.7679658
1/26/13,PARK,-122.4505366,37.7679658
1/26/13,SOUTHERN,-122.4204474,37.77405375
1/26/13,CENTRAL,-122.396396,37.79348194
1/26/13,SOUTHERN,-122.4075498,37.78444515
1/26/13,CENTRAL,-122.4180908,37.78610075
1/26/13,TARAVAL,-122.4552584,37.72061112
1/26/13,INGLESIDE,-122.4187965,37.71077047
1/26/13,INGLESIDE,-122.4187965,37.71077047
1/26/13,MISSION,-122.4217377,37.76290809
1/26/13,SOUTHERN,-122.3920585,37.79163387
1/26/13,NORTHERN,-122.4224561,37.7907782
1/26/13,NORTHERN,-122.4176069,37.78391847
1/26/13,MISSION,-122.4072109,37.75247467
1/26/13,CENTRAL,-122.4157465,37.80442694
1/22/13,BAYVIEW,-122.4032935,37.76217051
1/26/13,SOUTHERN,-122.403743,37.7752317
1/26/13,TENDERLOIN,-122.4091919,37.7838616
1/26/13,CENTRAL,-122.4066697,37.79786417
1/26/13,MISSION,-122.4092161,37.76571589
1/26/13,MISSION,-122.4092161,37.76571589
1/26/13,NORTHERN,-122.4197398,37.78589261
1/26/13,INGLESIDE,-122.4296027,37.72436036
1/26/13,INGLESIDE,-122.4296027,37.72436036
1/26/13,PARK,-122.4374666,37.77355584
1/26/13,BAYVIEW,-122.3906976,37.73479699
1/26/13,CENTRAL,-122.4084326,37.79667007
1/26/13,SOUTHERN,-122.4159936,37.7777783
1/25/13,BAYVIEW,-122.4061097,37.72360771
1/26/13,PARK,-122.438105,37.78065941
1/26/13,PARK,-122.438105,37.78065941
1/26/13,TENDERLOIN,-122.4127841,37.78486569
1/26/13,SOUTHERN,-122.406482,37.78273179
1/26/13,SOUTHERN,-122.4061546,37.7805833
1/26/13,PARK,-122.4504743,37.76904982
1/26/13,MISSION,-122.4191301,37.75986461
1/26/13,RICHMOND,-122.5080182,37.78054315
1/26/13,RICHMOND,-122.5080182,37.78054315
1/26/13,SOUTHERN,-122.403743,37.7752317
1/26/13,INGLESIDE,-122.4187705,37.71073321
1/26/13,SOUTHERN,-122.4087106,37.78097067
1/26/13,NORTHERN,-122.4235492,37.78346523
1/26/13,SOUTHERN,-122.4217504,37.77283563
1/26/13,INGLESIDE,-122.4563778,37.73780482
1/26/13,MISSION,-122.4226966,37.75150277
1/26/13,NORTHERN,-122.4183105,37.78741223
1/26/13,NORTHERN,-122.4183105,37.78741223
1/26/13,CENTRAL,-122.4083335,37.78768298
1/26/13,NORTHERN,-122.4312641,37.79288759
1/26/13,TENDERLOIN,-122.4079171,37.78559139
1/26/13,BAYVIEW,-122.3987536,37.7311068
1/26/13,MISSION,-122.4179645,37.75869682
1/26/13,BAYVIEW,-122.3915229,37.73243239
1/26/13,BAYVIEW,-122.3915229,37.73243239
1/26/13,SOUTHERN,-122.4223623,37.77027205
1/26/13,MISSION,-122.422238,37.76817174
1/26/13,TARAVAL,-122.4539243,37.71405903
1/26/13,TARAVAL,-122.4539243,37.71405903
1/26/13,CENTRAL,-122.4078716,37.79869627
1/26/13,BAYVIEW,-122.4099935,37.7216031
1/27/13,SOUTHERN,-122.4100592,37.77494862
1/26/13,RICHMOND,-122.4512435,37.78200058
1/27/13,CENTRAL,-122.408623,37.79762656
1/27/13,MISSION,-122.4035248,37.75445344
1/26/13,INGLESIDE,-122.4349742,37.72817223
1/27/13,SOUTHERN,-122.4087835,37.77595618
1/26/13,NORTHERN,-122.427781,37.78392372
1/27/13,MISSION,-122.4288191,37.7665596
1/27/13,MISSION,-122.4288191,37.7665596
1/25/13,NORTHERN,-122.420022,37.78748921
1/27/13,INGLESIDE,-122.431928,37.71276788
1/27/13,MISSION,-122.4196718,37.76505012
1/27/13,CENTRAL,-122.3976133,37.7935081
1/26/13,NORTHERN,-122.4407814,37.80261748
1/26/13,SOUTHERN,-122.4133885,37.76950065
1/27/13,MISSION,-122.4168729,37.75876402
1/27/13,CENTRAL,-122.4075827,37.79854048
1/27/13,NORTHERN,-122.4334626,37.79962548
1/27/13,MISSION,-122.4274531,37.75167073
1/27/13,NORTHERN,-122.4357127,37.79839048
1/27/13,MISSION,-122.4197115,37.76502325
1/27/13,MISSION,-122.4197115,37.76502325
1/27/13,MISSION,-122.4197115,37.76502325
1/27/13,MISSION,-122.4197115,37.76502325
1/27/13,BAYVIEW,-122.4025166,37.73424388
1/27/13,PARK,-122.4370485,37.77126782
1/27/13,MISSION,-122.4177999,37.76793417
1/27/13,MISSION,-122.4177999,37.76793417
1/27/13,MISSION,-122.4177999,37.76793417
1/27/13,NORTHERN,-122.4204973,37.78961882
1/27/13,SOUTHERN,-122.4061228,37.77549814
1/27/13,MISSION,-122.4239208,37.76476037
